customer_unique_id,customer_geo_city,customer_geo_state,customer_geo_lat,customer_geo_lng,date_first_order,year_first_order,month_first_order,total_orders_first_6_months,total_paid_first_6_months,order_count_unavailable,avg_payment_processing_time,avg_seller_processing_time,avg_transit_time,avg_lead_time,avg_item_count_per_order,avg_product_count_per_order,orders_shipped_late,avg_quantity_by_product,average_price_per_unit,avg_freight_cost_per_order,ordered_from_top_10_prod_category_bol,ordered_from_seller_perfect_avg_review_bol,avg_survey_lag,avg_review_lag,avg_review_score,order_count_boleto_voucher,order_count_card,avg_installments
00a9fd000ff87bb48b989df819c418f5,20551,RJ,-22.9153309098043,-43.2532545560621,2018-03-20 07:08:27,2018,3,1,259.4,0,00:19:09,1 day 11:35:14,4 days 19:26:59,6 days 07:02:13,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,238,21.4,0,0,09:49:20,1 day 03:30:02,5.0000000000000000,3,1,4.0000000000000000
00bd169997f142571c113645554663d6,31155,MG,-19.8715804782157,-43.9331123984074,2017-11-21 14:45:07,2017,11,1,55.6,0,00:37:04,1 day 06:18:16,2 days 18:17:46,4 days 00:36:02,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,41.5,14.1,1,0,08:38:51,1 day 03:31:14,5.0000000000000000,1,1,5.0000000000000000
012216caf4f1082ba3fc02e584de9a29,4190,SP,-23.6527733294477,-46.6032591458537,2017-10-17 23:47:22,2017,10,1,91.77,0,01:01:57,1 day 17:27:55,1 day 04:52:15,2 days 22:20:10,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,82.99,8.78,1,0,01:52:28,1 day 13:44:38,4.0000000000000000,1,1,4.0000000000000000
0139d2cb6ca3b630b5833d49634d328e,30510,MG,-19.9375772267586,-43.9928671645796,2017-11-16 13:50:41,2017,11,1,133.96,0,00:17:36,1 day 04:52:12,3 days 01:27:11,4 days 06:19:23,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,120,13.96,0,0,03:49:56,3 days 20:27:33,5.0000000000000000,1,1,3.0000000000000000
014dc284927e986549bf255eb79eb3ab,32340,MG,-19.9347833291364,-44.0477206215344,2017-12-28 21:35:44,2017,12,1,138.39,0,00:12:01,1 day 01:03:07,4 days 13:26:23,5 days 14:29:30,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,129.9,8.49,0,0,11:54:46,1 day 10:42:59,5.0000000000000000,1,1,2.0000000000000000
02d11346c78159884066cdd2a5e0e102,12955,SP,-23.1294871857288,-46.4690788295424,2018-07-24 13:10:36,2018,7,1,67.54,0,00:19:34,01:26:24,2 days 21:57:48,2 days 23:24:12,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,54.5,13.04,0,0,11:25:12,1 day 23:31:57,5.0000000000000000,1,1,2.0000000000000000
03241d5fec570b04acb3869bb343d8cb,1451,SP,-23.574318411285,-46.6889129203988,2018-08-02 19:10:49,2018,8,1,37.46,0,00:13:05,19:57:11,3 days 01:35:26,3 days 21:32:37,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,29.99,7.47,1,0,07:16:34,1 day 20:19:25,5.0000000000000000,1,1,2.0000000000000000
0526069a90ad5605a9b7b0c21bb9d1ca,7025,SP,-23.4842097971668,-46.5414232247217,2018-06-28 08:56:40,2018,6,1,21.39,0,00:13:47,05:19:20,22:05:24,1 day 03:24:44,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,14,7.39,1,0,11:38:36,1 day 03:41:08,3.0000000000000000,1,1,2.0000000000000000
05530f12381a5556c040029ac0036a18,13632,SP,-22.0129409516181,-47.4146789820439,2017-01-30 11:55:23,2017,1,1,131,0,00:38:29,1 day 23:12:35,7 days 05:15:46,9 days 04:28:21,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,113,18,1,0,1 day 07:36:16,1 day 17:47:01,3.0000000000000000,1,1,11.0000000000000000
056fc7649dca9b36f1b2171d6176a2da,81690,PR,-25.6014847743491,-49.3177002534166,2017-08-21 22:16:13,2017,8,1,144.05,0,00:09:48,14:56:28,3 days 09:03:44,4 days 00:00:12,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,129.99,14.06,0,0,01:43:35,1 day 13:15:14,4.0000000000000000,1,1,2.0000000000000000
05a2746f52eedb30b1ba9a67a457e605,13569,SP,-22.0140015292861,-47.8762602485429,2017-05-15 16:55:06,2017,5,1,72.66,0,00:10:08,21:12:27,1 day 17:56:27,2 days 15:08:54,1.00000000000000000000,1.00000000000000000000,1,1.00000000000000000000,59.9,12.76,1,0,15:56:00,2 days 05:01:21,5.0000000000000000,1,1,2.0000000000000000
